amount,hour_of_day,is_new_recipient,agent_rolling_avg_amount,deviation_from_role_avg,txns_last_5min,counterparty_risk_tier,agent,is_anomaly,calibrated_score
7547.05,22,0,4488.21,1.5047,0,1,Marketing Agent,0,20.47513275058219
7217.63,14,0,4488.21,1.3426,0,1,Marketing Agent,0,8.028739142738662
6555.53,17,0,4488.21,1.0169,1,1,Marketing Agent,0,13.191231161847828
1841.98,7,0,4488.21,-1.3017,0,2,Marketing Agent,0,26.98088154294873
7539.74,11,0,4488.21,1.5011,0,1,Marketing Agent,0,9.308995807691645
7545.23,18,0,4488.21,1.5038,2,1,Marketing Agent,0,25.134637395294025
1754.42,9,1,4488.21,-1.3448,2,1,Marketing Agent,0,41.102096994041815
5781.22,23,1,4488.21,0.636,0,1,Marketing Agent,0,40.40596769846769
5130.74,12,0,4488.21,0.3161,1,1,Marketing Agent,0,9.478075353579396
2171.7,16,0,4488.21,-1.1395,0,2,Marketing Agent,0,24.05514790366614
1698.05,9,0,4488.21,-1.3725,1,1,Marketing Agent,0,14.763667007754421
2352.12,10,0,4488.21,-1.0507,0,1,Marketing Agent,0,8.186561956073957
2086.77,17,0,4488.21,-1.1813,0,2,Marketing Agent,0,25.081526741831695
5292.34,16,0,4488.21,0.3956,1,1,Marketing Agent,0,11.225111935427357
3361.78,14,0,4488.21,-0.5541,1,1,Marketing Agent,0,9.931240555667852
4182.67,21,0,4488.21,-0.1503,0,1,Marketing Agent,0,14.905074221787762
5609.42,10,0,4488.21,0.5515,3,1,Marketing Agent,0,26.10611394167871
6822.39,16,0,4488.21,1.1482,0,1,Marketing Agent,0,8.42328782991697
6488.44,20,0,4488.21,0.9839,2,1,Marketing Agent,0,26.190533981112207
7608.08,16,0,4488.21,1.5347,0,1,Marketing Agent,0,9.995750625465616
5680.94,1,0,4488.21,0.5867,0,1,Marketing Agent,0,26.169672741800664
1458.25,15,0,4488.21,-1.4904,1,1,Marketing Agent,0,14.962982007610082
2723.56,17,0,4488.21,-0.868,1,1,Marketing Agent,0,14.75061925955613
1989.67,17,0,4488.21,-1.229,1,2,Marketing Agent,0,29.322918064739202
7722.71,12,0,4488.21,1.5911,0,1,Marketing Agent,0,9.89642005241178
4435.38,11,1,4488.21,-0.026,0,1,Marketing Agent,0,27.47034532239804
6558.38,15,0,4488.21,1.0183,1,1,Marketing Agent,0,11.630894522665546
1291.13,18,0,4488.21,-1.5726,1,1,Marketing Agent,0,20.13213359730456
1410.37,22,0,4488.21,-1.514,3,1,Marketing Agent,0,39.902183380333135
7876.42,15,0,4488.21,1.6667,2,3,Marketing Agent,0,44.687709757915464
4362.96,13,0,4488.21,-0.0616,2,2,Marketing Agent,0,29.181024577015247
6905.21,16,0,4488.21,1.1889,1,1,Marketing Agent,0,13.041127593722312
5617.62,20,0,4488.21,0.5556,3,1,Marketing Agent,0,33.19296370694447
6282.28,20,0,4488.21,0.8825,2,1,Marketing Agent,0,25.82420565410234
5137.93,17,0,4488.21,0.3196,0,1,Marketing Agent,0,7.376803505320206
6934.42,8,0,4488.21,1.2033,0,1,Marketing Agent,0,12.306463326727979
1636.67,7,0,4488.21,-1.4027,0,3,Marketing Agent,0,42.58847609319063
5583.63,19,1,4488.21,0.5388,0,1,Marketing Agent,0,34.411597267603774
7383.07,20,1,4488.21,1.424,1,1,Marketing Agent,0,41.759809990602115
4940.98,16,0,4488.21,0.2227,0,1,Marketing Agent,0,6.7601423029304275
5915.44,16,0,4488.21,0.7021,1,2,Marketing Agent,0,25.109320119632795
4651.71,17,0,4488.21,0.0804,0,1,Marketing Agent,0,7.091136566977497
6298.46,17,0,4488.21,0.8905,2,1,Marketing Agent,0,21.19048542305284
5502.39,15,0,4488.21,0.4989,0,1,Marketing Agent,0,6.337136015334699
2977.93,20,0,4488.21,-0.7429,0,1,Marketing Agent,0,12.631483931081922
1948.33,16,0,4488.21,-1.2494,0,1,Marketing Agent,0,10.445602889907036
6344.66,1,0,4488.21,0.9132,1,1,Marketing Agent,0,31.61487961070276
3050.71,15,0,4488.21,-0.7071,0,1,Marketing Agent,0,6.968109094388897
5384.37,21,0,4488.21,0.4408,0,1,Marketing Agent,0,14.530255613752697
3829.67,18,0,4488.21,-0.3239,0,1,Marketing Agent,0,9.083722562800112
3639.47,15,0,4488.21,-0.4175,2,1,Marketing Agent,0,18.74524180385101
4433.26,9,0,4488.21,-0.027,0,1,Marketing Agent,0,8.246024405515884
4438.68,13,0,4488.21,-0.0244,2,1,Marketing Agent,0,16.748667012520492
3250.6,22,0,4488.21,-0.6088,0,2,Marketing Agent,0,32.205451302439734
4388.73,19,0,4488.21,-0.0489,0,1,Marketing Agent,0,9.588873082889693
3721.66,9,0,4488.21,-0.3771,1,2,Marketing Agent,0,25.0118406771376
4483.3,22,0,4488.21,-0.0024,0,1,Marketing Agent,0,15.894141963160358
6504.52,8,1,4488.21,0.9918,0,1,Marketing Agent,0,33.559401184770664
3010.36,6,0,4488.21,-0.727,0,2,Marketing Agent,0,26.522599903887855
5788.37,21,1,4488.21,0.6396,1,1,Marketing Agent,0,40.705332390009005
1385.81,10,0,4488.21,-1.5261,0,1,Marketing Agent,0,10.996731889387846
6818.8,17,0,4488.21,1.1464,1,1,Marketing Agent,0,13.931597823737995
2316.55,14,0,4488.21,-1.0682,1,1,Marketing Agent,0,12.01680650131809
1624.31,8,0,4488.21,-1.4088,0,3,Marketing Agent,0,39.95027455343118
7244.65,19,0,4488.21,1.3559,0,2,Marketing Agent,0,26.684264257002
6234.96,18,1,4488.21,0.8592,0,1,Marketing Agent,0,34.007891616820054
4998.92,6,0,4488.21,0.2512,1,2,Marketing Agent,0,30.816077795535936
2213.51,10,0,4488.21,-1.1189,0,1,Marketing Agent,0,8.538253295692822
3195.58,10,0,4488.21,-0.6358,0,2,Marketing Agent,0,19.448703707494808
1335.69,15,0,4488.21,-1.5507,1,1,Marketing Agent,0,15.447764840854495
1195.74,9,0,4488.21,-1.6196,0,1,Marketing Agent,0,14.421070896721966
7767.38,16,0,4488.21,1.613,0,1,Marketing Agent,0,11.180766651526476
3694.31,8,0,4488.21,-0.3905,1,1,Marketing Agent,0,13.681837470736491
3462.36,8,0,4488.21,-0.5046,0,2,Marketing Agent,0,22.071798212169902
4764.35,22,1,4488.21,0.1358,1,1,Marketing Agent,0,40.9413067971328
6766.22,12,0,4488.21,1.1206,0,1,Marketing Agent,0,7.570185433848686
5789.16,12,0,4488.21,0.6399,2,1,Marketing Agent,0,17.99745979322147
4036.63,7,0,4488.21,-0.2221,1,1,Marketing Agent,0,16.582556050892716
4558.62,14,0,4488.21,0.0346,0,1,Marketing Agent,0,5.612292071118441
6944.55,13,0,4488.21,1.2083,0,1,Marketing Agent,0,7.445642077341663
4561.22,19,0,4488.21,0.0359,0,1,Marketing Agent,0,9.68597501173888
5767.93,20,0,4488.21,0.6295,0,1,Marketing Agent,0,12.379446583874444
1313.04,10,0,4488.21,-1.5619,0,1,Marketing Agent,0,11.773292360047638
2501.45,0,0,4488.21,-0.9773,0,1,Marketing Agent,0,28.114139602324727
4200.64,12,0,4488.21,-0.1415,0,3,Marketing Agent,0,33.36524191504687
2299.94,8,0,4488.21,-1.0764,0,1,Marketing Agent,0,11.341173077647237
2550.97,22,0,4488.21,-0.9529,0,3,Marketing Agent,0,45.449680283200564
3242.17,13,0,4488.21,-0.6129,1,1,Marketing Agent,0,9.556567605974353
5998.24,13,0,4488.21,0.7428,0,1,Marketing Agent,0,5.945812351757751
4466.93,18,0,4488.21,-0.0105,0,1,Marketing Agent,0,8.847577488162573
4998.02,21,0,4488.21,0.2508,1,1,Marketing Agent,0,19.96128820268105
5291.12,13,0,4488.21,0.395,1,1,Marketing Agent,0,9.447984259697584
1316.64,15,0,4488.21,-1.5601,0,1,Marketing Agent,0,11.418980288238279
3670.42,8,0,4488.21,-0.4023,0,1,Marketing Agent,0,10.508532673538928
7302.24,16,0,4488.21,1.3842,0,1,Marketing Agent,0,9.374133239565696
1814.32,23,1,4488.21,-1.3153,0,1,Marketing Agent,0,42.630853871686966
3033.09,13,0,4488.21,-0.7158,0,1,Marketing Agent,0,6.5678863164687185
7330.77,12,0,4488.21,1.3983,0,1,Marketing Agent,0,8.587352998251575
5617.16,22,0,4488.21,0.5553,3,1,Marketing Agent,0,36.92053728176031
7406.71,11,0,4488.21,1.4356,1,1,Marketing Agent,0,12.29016703109731
3315.25,15,0,4488.21,-0.577,0,1,Marketing Agent,0,6.507522373395203
2239.4,9,0,4488.21,-1.1062,2,1,Marketing Agent,0,20.6353803532624
3729.41,14,0,4488.21,-0.3733,0,1,Marketing Agent,0,6.028214312679503
2598.6,12,0,4488.21,-0.9295,3,1,Marketing Agent,0,26.076790992651468
7423.09,17,0,4488.21,1.4437,1,1,Marketing Agent,0,14.78660796396557
3813.71,22,0,4488.21,-0.3318,0,1,Marketing Agent,0,15.991426129625797
2091.5,15,0,4488.21,-1.1789,0,1,Marketing Agent,0,8.91669682420041
5191.26,18,1,4488.21,0.3458,0,1,Marketing Agent,0,33.304671746682466
5352.35,8,0,4488.21,0.4251,0,1,Marketing Agent,0,9.906420501851976
2807.3,22,0,4488.21,-0.8268,2,1,Marketing Agent,0,30.547815016200907
7455.24,23,0,4488.21,1.4595,0,2,Marketing Agent,0,36.2254527022711
5762.77,20,0,4488.21,0.627,1,1,Marketing Agent,0,17.384584899740176
5971.21,21,0,4488.21,0.7295,0,1,Marketing Agent,0,15.059231769900162
7314.61,8,0,4488.21,1.3903,2,1,Marketing Agent,0,23.6995948134058
3168.17,21,0,4488.21,-0.6493,0,2,Marketing Agent,0,30.15159258484553
7581.91,9,0,4488.21,1.5218,1,1,Marketing Agent,0,15.503061950559694
5573.35,14,1,4488.21,0.5338,0,1,Marketing Agent,0,27.74078565060214
7396.15,7,0,4488.21,1.4304,0,3,Marketing Agent,0,43.826190948447305
3864.42,17,0,4488.21,-0.3068,0,1,Marketing Agent,0,7.432507641603603
1071.59,7,0,4488.21,-1.6806,0,1,Marketing Agent,0,19.536893271775725
6764.88,12,1,4488.21,1.1199,0,1,Marketing Agent,0,28.5586810466678
3639.92,6,0,4488.21,-0.4173,1,1,Marketing Agent,0,19.069433437415018
6898.44,1,0,4488.21,1.1856,0,1,Marketing Agent,0,27.784019142753568
2326.48,21,0,4488.21,-1.0634,0,1,Marketing Agent,0,16.49296922839255
6454.58,13,0,4488.21,0.9673,1,1,Marketing Agent,0,10.617838446137629
2773.98,20,0,4488.21,-0.8432,0,2,Marketing Agent,0,27.89216924029957
1073.01,7,0,4488.21,-1.6799,0,1,Marketing Agent,0,19.536893271775725
5847.66,20,0,4488.21,0.6687,1,1,Marketing Agent,0,17.26462257418735
1292.6,10,0,4488.21,-1.5719,0,1,Marketing Agent,0,12.411438552269882
6369.89,17,0,4488.21,0.9256,0,3,Marketing Agent,0,38.482838424621626
1902.22,13,0,4488.21,-1.2721,0,1,Marketing Agent,0,9.038409282272541
5826.5,15,0,4488.21,0.6583,0,2,Marketing Agent,0,20.414236225738737
1493.67,7,0,4488.21,-1.473,0,1,Marketing Agent,0,15.98727968194117
1800.66,9,0,4488.21,-1.322,0,1,Marketing Agent,0,11.057555833707733
2112.47,14,0,4488.21,-1.1686,0,2,Marketing Agent,0,21.6508248958862
6538.33,19,0,4488.21,1.0085,0,1,Marketing Agent,0,11.134390670478577
1465.5,12,0,4488.21,-1.4869,0,1,Marketing Agent,0,9.956894999413269
4758.58,9,0,4488.21,0.133,0,1,Marketing Agent,0,8.306866373434252
2171.57,15,0,4488.21,-1.1396,0,2,Marketing Agent,0,22.684222807836584
6180.65,22,0,4488.21,0.8325,0,2,Marketing Agent,0,32.144226250199516
7687.22,9,0,4488.21,1.5736,0,1,Marketing Agent,0,12.7958957538707
6005.16,9,0,4488.21,0.7462,0,1,Marketing Agent,0,8.786616227830423
5865.13,17,1,4488.21,0.6773,1,1,Marketing Agent,0,35.19740489009686
2993.65,7,0,4488.21,-0.7352,1,1,Marketing Agent,0,16.779665367162277
3005.07,9,1,4488.21,-0.7296,0,3,Marketing Agent,0,51.62669334568171
6988.56,18,1,4488.21,1.2299,0,3,Marketing Agent,0,55.04402923300389
2830.49,1,0,4488.21,-0.8154,0,1,Marketing Agent,0,26.235867412704906
6326.93,16,0,4488.21,0.9045,0,1,Marketing Agent,0,7.799283183412065
3764.34,22,0,4488.21,-0.3561,0,1,Marketing Agent,0,16.047945085107674
7199.2,16,0,4488.21,1.3335,1,1,Marketing Agent,0,13.32723461264581
2414.88,20,0,4488.21,-1.0199,0,1,Marketing Agent,0,13.677667319290766
1605.52,14,0,4488.21,-1.418,0,1,Marketing Agent,0,9.684408765985564
6925.18,15,0,4488.21,1.1988,0,1,Marketing Agent,0,8.272176219712858
2405.52,11,0,4488.21,-1.0245,0,3,Marketing Agent,0,34.50376237004274
4627.58,8,0,4488.21,0.0686,1,1,Marketing Agent,0,13.18605127223661
1249.87,8,0,4488.21,-1.5929,0,1,Marketing Agent,0,15.581321416544458
4351.74,14,0,4488.21,-0.0671,1,1,Marketing Agent,0,9.277612517818701
1779.85,7,0,4488.21,-1.3323,1,3,Marketing Agent,0,45.9147781307365
1266.22,12,0,4488.21,-1.5849,0,2,Marketing Agent,0,23.669572018808406
3716.45,19,0,4488.21,-0.3796,0,2,Marketing Agent,0,23.8356616991772
1585.26,7,0,4488.21,-1.428,1,3,Marketing Agent,0,46.861864599204786
5855.32,22,0,4488.21,0.6725,2,1,Marketing Agent,0,29.64178814011077
1471.8,13,0,4488.21,-1.4838,0,1,Marketing Agent,0,9.72834079803807
4051.64,9,0,4488.21,-0.2147,0,1,Marketing Agent,0,8.945802587702689
3596.31,16,0,4488.21,-0.4387,0,1,Marketing Agent,0,6.774424547735625
6168.42,11,0,4488.21,0.8265,1,1,Marketing Agent,0,10.354228002583564
4094.17,16,0,4488.21,-0.1938,0,1,Marketing Agent,0,6.5543836542024
6383.89,22,0,4488.21,0.9325,3,1,Marketing Agent,0,37.7046061123585
5640.14,18,0,4488.21,0.5666,1,1,Marketing Agent,0,14.05454996820319
4525.34,14,0,4488.21,0.0183,0,1,Marketing Agent,0,5.550413997595205
7821.55,13,0,4488.21,1.6397,2,1,Marketing Agent,0,20.795255723778727
6379.84,19,0,4488.21,0.9305,1,2,Marketing Agent,0,28.510465531377637
6074.37,7,0,4488.21,0.7802,1,1,Marketing Agent,0,17.904382986168542
1306.31,12,0,4488.21,-1.5652,0,1,Marketing Agent,0,11.322380237458042
1099.48,8,0,4488.21,-1.6669,0,1,Marketing Agent,0,16.747914011875064
2068.97,16,0,4488.21,-1.19,2,1,Marketing Agent,0,21.066918899531238
7016.41,18,0,4488.21,1.2436,0,1,Marketing Agent,0,11.141419158036015
2755.62,10,0,4488.21,-0.8523,0,1,Marketing Agent,0,7.895859976363228
2228.7,10,0,4488.21,-1.1115,0,1,Marketing Agent,0,8.381952402520554
4234.25,10,0,4488.21,-0.1249,0,1,Marketing Agent,0,7.030610739529308
7310.94,13,0,4488.21,1.3885,0,1,Marketing Agent,0,8.344428322523445
1395.0,8,0,4488.21,-1.5216,1,1,Marketing Agent,0,17.57037721023701
3660.24,22,0,4488.21,-0.4073,0,1,Marketing Agent,0,16.030406669122076
7627.75,20,0,4488.21,1.5444,1,1,Marketing Agent,0,20.984676808379554
4539.16,1,0,4488.21,0.0251,0,2,Marketing Agent,0,35.628807899856184
2576.65,17,0,4488.21,-0.9403,0,1,Marketing Agent,0,9.637658040677255
5390.5,7,0,4488.21,0.4438,0,1,Marketing Agent,0,13.649466303658786
3351.22,15,0,4488.21,-0.5593,1,1,Marketing Agent,0,10.871579452924252
6048.27,20,0,4488.21,0.7674,2,1,Marketing Agent,0,25.176979105407582
1177.17,18,0,4488.21,-1.6287,0,1,Marketing Agent,0,17.55721015931102
4083.71,0,0,4488.21,-0.199,0,1,Marketing Agent,0,27.69547953759519
6903.96,16,0,4488.21,1.1883,0,1,Marketing Agent,0,8.52437649581077
5211.62,11,0,4488.21,0.3558,0,1,Marketing Agent,0,6.123086752951568
3014.65,13,0,4488.21,-0.7248,0,1,Marketing Agent,0,6.530057258440635
2127.69,17,0,4488.21,-1.1611,0,1,Marketing Agent,0,11.182373974538429
4829.86,6,0,4488.21,0.1681,0,2,Marketing Agent,0,26.44707873834129
3222.87,6,0,4488.21,-0.6224,1,1,Marketing Agent,0,19.034622051778605
1779.56,19,0,4488.21,-1.3324,3,1,Marketing Agent,0,33.508215097833435
1455.92,10,0,4488.21,-1.4916,0,1,Marketing Agent,0,10.405388974876995
4626.33,0,0,4488.21,0.0679,1,1,Marketing Agent,0,31.810099581183383
1122.23,18,0,4488.21,-1.6557,2,1,Marketing Agent,0,27.69356862987784
6043.38,7,0,4488.21,0.765,0,1,Marketing Agent,0,14.236597207849854
6068.56,13,1,4488.21,0.7774,0,1,Marketing Agent,0,27.22240405337094
3251.59,18,1,4488.21,-0.6083,0,1,Marketing Agent,0,33.34953465625934
1269.01,10,0,4488.21,-1.5835,1,1,Marketing Agent,0,15.1606030950593
7310.64,11,0,4488.21,1.3884,3,2,Marketing Agent,0,37.11611504665312
5790.22,8,0,4488.21,0.6405,0,1,Marketing Agent,0,10.15872922292802
1041.31,21,0,4488.21,-1.6955,0,1,Marketing Agent,0,22.841970657028178
1023.95,11,0,4488.21,-1.7041,0,1,Marketing Agent,0,12.97698142357736
1408.92,10,1,4488.21,-1.5147,0,1,Marketing Agent,0,32.054270365873194
3712.69,8,0,4488.21,-0.3815,3,1,Marketing Agent,0,29.26092906823453
4968.68,6,0,4488.21,0.2363,0,1,Marketing Agent,0,15.374874330644417
6999.02,15,0,4488.21,1.2351,0,1,Marketing Agent,0,8.190678866886824
6335.23,20,0,4488.21,0.9086,0,1,Marketing Agent,0,13.120356604074923
1246.37,16,0,4488.21,-1.5947,0,1,Marketing Agent,0,13.802933980135613
4819.08,21,1,4488.21,0.1628,0,1,Marketing Agent,0,36.67394237976321
1138.55,19,0,4488.21,-1.6477,0,1,Marketing Agent,0,18.416885313116047
6767.99,16,1,4488.21,1.1214,0,1,Marketing Agent,0,30.894544584360585
4335.0,13,0,4488.21,-0.0754,2,1,Marketing Agent,0,16.86629050784755
5000.44,14,0,4488.21,0.252,0,3,Marketing Agent,0,34.512977554251265
3702.38,8,0,4488.21,-0.3865,0,3,Marketing Agent,0,37.7415555712951
5799.27,19,0,4488.21,0.6449,0,1,Marketing Agent,0,10.212667877184833
3707.37,21,0,4488.21,-0.3841,0,1,Marketing Agent,0,14.610007946782044
7371.69,14,0,4488.21,1.4184,0,1,Marketing Agent,0,8.29829853777081
2663.68,18,0,4488.21,-0.8975,2,1,Marketing Agent,0,23.197989447082424
4433.94,7,0,4488.21,-0.0267,3,2,Marketing Agent,0,42.23396157227667
2750.3,20,0,4488.21,-0.8549,0,1,Marketing Agent,0,13.035852660430614
7860.92,20,0,4488.21,1.659,0,2,Marketing Agent,0,30.905569696522374
5456.88,18,0,4488.21,0.4765,0,1,Marketing Agent,0,9.269497682135963
4353.9,19,0,4488.21,-0.0661,0,1,Marketing Agent,0,9.588873082889693
7290.04,13,1,4488.21,1.3782,0,1,Marketing Agent,0,28.656744849218974
4179.56,11,0,4488.21,-0.1518,1,1,Marketing Agent,0,9.419641513539789
7156.11,10,0,4488.21,1.3123,0,1,Marketing Agent,0,8.81008692235551
2566.88,14,0,4488.21,-0.9451,1,2,Marketing Agent,0,24.254046342600056
3008.04,8,0,4488.21,-0.7281,1,1,Marketing Agent,0,14.028539518461415
6116.85,7,1,4488.21,0.8011,1,1,Marketing Agent,0,39.7325059091883
7741.28,19,1,4488.21,1.6002,0,2,Marketing Agent,0,44.67497006823058
3719.16,13,1,4488.21,-0.3783,0,2,Marketing Agent,0,36.20096038375525
2800.48,7,1,4488.21,-0.8302,0,1,Marketing Agent,0,35.39238352492007
2122.22,15,1,4488.21,-1.1638,0,1,Marketing Agent,0,30.888324805747246
6180.04,8,0,4488.21,0.8322,1,2,Marketing Agent,0,26.862029790339903
4022.16,21,0,4488.21,-0.2293,0,1,Marketing Agent,0,14.88356621953777
3099.0,15,0,4488.21,-0.6834,2,1,Marketing Agent,0,19.009162264671165
1297.88,19,0,4488.21,-1.5693,1,1,Marketing Agent,0,21.31535788199672
3872.6,19,0,4488.21,-0.3028,0,1,Marketing Agent,0,10.013394702841815
7158.64,7,0,4488.21,1.3136,0,2,Marketing Agent,0,26.892801486100716
6961.79,22,0,4488.21,1.2168,2,3,Marketing Agent,0,52.342281511206146
7912.43,9,0,4488.21,1.6844,0,1,Marketing Agent,0,13.449329065020043
1875.17,15,1,4488.21,-1.2854,0,1,Marketing Agent,0,31.379874707302267
5385.5,11,0,4488.21,0.4414,0,1,Marketing Agent,0,5.968002289905517
2456.71,18,0,4488.21,-0.9993,0,1,Marketing Agent,0,11.443447728657919
3840.55,21,1,4488.21,-0.3186,1,2,Marketing Agent,0,49.311558238473175
7185.35,10,1,4488.21,1.3267,0,1,Marketing Agent,0,31.289075219939143
4224.07,20,0,4488.21,-0.1299,0,1,Marketing Agent,0,11.369785869044179
4166.18,22,0,4488.21,-0.1584,3,1,Marketing Agent,0,36.3835420647996
7666.62,21,1,4488.21,1.5635,0,1,Marketing Agent,0,40.26306931448569
4244.62,8,0,4488.21,-0.1198,0,1,Marketing Agent,0,9.939926342672667
3364.61,22,0,4488.21,-0.5527,0,2,Marketing Agent,0,31.65753242591107
5657.61,16,0,4488.21,0.5752,0,1,Marketing Agent,0,6.94061294335201
1931.8,10,0,4488.21,-1.2575,0,2,Marketing Agent,0,21.9311800021174
4709.56,22,0,4488.21,0.1089,0,1,Marketing Agent,0,16.148683803100774
2722.05,1,0,4488.21,-0.8688,1,2,Marketing Agent,0,40.491969848362274
5988.13,12,0,4488.21,0.7378,0,1,Marketing Agent,0,6.254865767370433
4978.71,12,0,4488.21,0.2413,0,2,Marketing Agent,0,19.318295218652658
7636.04,21,0,4488.21,1.5484,0,2,Marketing Agent,0,33.67349435893764
6105.15,14,0,4488.21,0.7954,1,1,Marketing Agent,0,10.03706514830588
6488.88,17,0,4488.21,0.9841,0,1,Marketing Agent,0,8.427803452975057
3543.9,7,0,4488.21,-0.4645,1,1,Marketing Agent,0,16.827611892544237
4243.63,19,0,4488.21,-0.1203,3,1,Marketing Agent,0,30.507377610115448
7037.07,19,0,4488.21,1.2538,0,2,Marketing Agent,0,26.22991154629557
6544.55,11,0,4488.21,1.0115,0,1,Marketing Agent,0,7.058549187549867
3623.72,11,1,4488.21,-0.4252,1,1,Marketing Agent,0,30.90488340420354
3148.29,17,0,4488.21,-0.6591,0,1,Marketing Agent,0,8.393385406714893
3749.81,18,1,4488.21,-0.3632,0,3,Marketing Agent,0,53.57755104050389
4291.63,15,0,4488.21,-0.0967,0,1,Marketing Agent,0,5.845475082626517
4799.8,12,1,4488.21,0.1533,0,1,Marketing Agent,0,27.45414926537011
4166.24,21,0,4488.21,-0.1584,2,1,Marketing Agent,0,28.234303049111
7332.73,15,0,4488.21,1.3992,0,1,Marketing Agent,0,8.823312654755656
7690.13,7,0,4488.21,1.575,0,2,Marketing Agent,0,28.38689848498498
7090.78,8,0,4488.21,1.2802,0,1,Marketing Agent,0,12.193301381744748
3884.82,20,0,4488.21,-0.2968,0,1,Marketing Agent,0,11.589155629335913
2395.87,16,0,4488.21,-1.0292,0,1,Marketing Agent,0,8.53749824513147
3363.78,9,0,4488.21,-0.5531,0,1,Marketing Agent,0,8.71965104984218
7229.47,21,0,4488.21,1.3484,1,1,Marketing Agent,0,22.79330817375571
5617.56,9,0,4488.21,0.5555,0,2,Marketing Agent,0,21.26098590077744
7559.85,19,0,4488.21,1.511,0,3,Marketing Agent,0,43.394876786007345
4022.49,21,0,4488.21,-0.2291,1,3,Marketing Agent,0,49.063448784306274
7602.39,22,0,4488.21,1.5319,0,1,Marketing Agent,0,20.681012037993906
1166.85,20,0,4488.21,-1.6338,1,1,Marketing Agent,0,23.862772918064547
2445.17,17,0,4488.21,-1.005,0,3,Marketing Agent,0,38.38445299815121
4971.75,23,0,4488.21,0.2379,0,1,Marketing Agent,0,19.47185679733576
2206.39,14,0,4488.21,-1.1224,0,2,Marketing Agent,0,21.547706006063684
7885.43,18,0,4488.21,1.6711,0,1,Marketing Agent,0,14.60554354929947
5764.41,21,0,4488.21,0.6278,0,1,Marketing Agent,0,15.223634668209607
6384.68,12,0,4488.21,0.9329,0,1,Marketing Agent,0,7.2370608631256435
5488.67,19,0,4488.21,0.4921,0,1,Marketing Agent,0,10.123300610227426
5025.48,16,0,4488.21,0.2643,0,3,Marketing Agent,0,37.03742463433692
6605.86,15,0,4488.21,1.0417,1,1,Marketing Agent,0,11.630894522665546
2054.78,10,0,4488.21,-1.197,0,1,Marketing Agent,0,9.039670413535294
3215.43,17,0,4488.21,-0.6261,1,1,Marketing Agent,0,13.267409969536647
2719.89,12,0,4488.21,-0.8698,0,1,Marketing Agent,0,7.380097233902061
6169.26,19,0,4488.21,0.8269,0,1,Marketing Agent,0,10.435250085703485
6338.34,18,0,4488.21,0.9101,1,2,Marketing Agent,0,26.56932399245502
4406.79,19,0,4488.21,-0.04,0,1,Marketing Agent,0,9.588873082889693
5272.51,19,0,4488.21,0.3858,0,1,Marketing Agent,0,10.233720917726286
6343.75,22,0,4488.21,0.9127,0,1,Marketing Agent,0,17.760974712824652
4714.12,6,0,4488.21,0.1111,0,1,Marketing Agent,0,15.198409331472485
5396.6,9,0,4488.21,0.4468,0,1,Marketing Agent,0,8.325237279477848
1247.11,8,0,4488.21,-1.5943,1,1,Marketing Agent,0,18.65919657125191
1679.45,8,1,4488.21,-1.3816,0,1,Marketing Agent,0,34.64821857229863
1457.51,16,0,4488.21,-1.4908,0,1,Marketing Agent,0,11.729466754371941
1150.26,12,0,4488.21,-1.6419,2,2,Marketing Agent,0,33.03685803333062
7441.2,10,0,4488.21,1.4526,0,2,Marketing Agent,0,21.464514382330226
7086.25,23,0,4488.21,1.278,1,1,Marketing Agent,0,26.71404267012374
3320.56,10,0,4488.21,-0.5744,1,1,Marketing Agent,0,10.832088382322846
1629.63,12,0,4488.21,-1.4061,0,2,Marketing Agent,0,22.3149027971804
7520.94,22,0,4488.21,1.4918,0,2,Marketing Agent,0,35.44126803447853
3496.87,7,0,4488.21,-0.4876,0,2,Marketing Agent,0,24.1677320876434
6205.09,18,0,4488.21,0.8445,2,2,Marketing Agent,0,33.59272842094915
7705.7,20,0,4488.21,1.5827,2,2,Marketing Agent,0,39.47882983429376
3152.93,20,0,4488.21,-0.6568,0,1,Marketing Agent,0,12.41063330029778
1462.16,12,0,4488.21,-1.4885,1,1,Marketing Agent,0,13.458755247537535
5362.62,15,0,4488.21,0.4301,0,1,Marketing Agent,0,6.120012602034198
3208.5,17,0,4488.21,-0.6295,1,1,Marketing Agent,0,13.267409969536647
7331.61,16,0,4488.21,1.3987,2,3,Marketing Agent,0,45.53027308215955
4126.32,20,0,4488.21,-0.178,0,2,Marketing Agent,0,25.838832157277135
3370.35,0,1,4488.21,-0.5499,1,1,Marketing Agent,0,48.80099389351368
2226.53,14,1,4488.21,-1.1125,0,1,Marketing Agent,0,29.71307110744069
3122.68,10,0,4488.21,-0.6717,1,1,Marketing Agent,0,11.008638446682772
6616.35,6,0,4488.21,1.0468,0,1,Marketing Agent,0,16.683154414846534
2118.69,12,0,4488.21,-1.1656,0,1,Marketing Agent,0,8.406189971136646
7163.93,19,0,4488.21,1.3162,0,1,Marketing Agent,0,12.419172968474824
2142.8,14,0,4488.21,-1.1537,2,1,Marketing Agent,0,19.025236879793862
1829.08,16,0,4488.21,-1.308,0,1,Marketing Agent,0,10.794056038122047
7371.62,12,0,4488.21,1.4184,0,2,Marketing Agent,0,21.411949413860643
3867.76,1,0,4488.21,-0.3052,0,1,Marketing Agent,0,26.454508925101695
